"","length","max_sp_length","length_index","hg_liv","hg_mus","se_liv","se_mus","species","genus","family","subord","format","sample","number","tissue","lat","long","trophic","X","author","source_doi","habit","hg_sea"
"3329","301","479","0.6283924843","0.257","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3330","195.72","479","0.4086012526","0.328","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3331","195.58","479","0.408308977","0.429","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3332","193.05","479","0.4030271399","0.504","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3333","196.58","479","0.4103966597","0.666","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3334","195.27","479","0.4076617954","0.79","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3335","210.49","479","0.4394363257","2.567","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3336","190.93","479","0.3986012526","2.826","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3337","191.46","479","0.3997077244","10.665","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3338","192.17","479","0.4011899791","0.268","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3339","192.22","479","0.4012943633","0.243","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",70.912467,-56.141611,4.2,"","Dietz et al 2004","10.1016/j.scitotenv.2004.03.041","n",4.74498556694818e-10
"3340","469","915","0.512568306","271.65","ND","ND","ND","Orcinus orca","Orcinus","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.5,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3341","267","272","0.9816176471","489.24","ND","ND","ND","Steno bredanensis","Steno","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.1,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3342","177","200","0.885","12.15","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3343","260","272","0.9558823529","825.91","ND","ND","ND","Steno bredanensis","Steno","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.1,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3344","173","230","0.752173913","51.89","ND","ND","ND","Stenella frontalis","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.3,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3345","183","200","0.915","56.93","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3346","174","200","0.87","5.28","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3347","272","272","1","469.4","ND","ND","ND","Steno bredanensis","Steno","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.1,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3348","182","200","0.91","136.36","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3349","200","330","0.6060606061","17.35","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.2,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3350","250","330","0.7575757576","230.44","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.2,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3351","270","270","1","577.39","ND","ND","ND","Feresa attenuata","Feresa","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3352","183","200","0.915","34.08","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3353","183","200","0.915","24.88","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3354","184","200","0.92","14.93","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3355","170","200","0.85","8.17","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3356","118","170","0.6941176471","1.1","ND","ND","ND","Pontoporia blainvillei","Pontoporia","Pontoporidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.1,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3357","200","230","0.8695652174","183.56","ND","ND","ND","Stenella frontalis","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.3,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3358","194","200","0.97","0.7","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3359","186","230","0.8086956522","176.57","ND","ND","ND","Stenella frontalis","Stenella","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4.3,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3360","138","200","0.69","21.28","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3361","80","200","0.4","211.94","ND","ND","ND","Sotalia guianensis","Sotalia","Delphinidae","Odontoceti","ug/g","DW","1","liver",-22.942373,-41.955334,4,"","Lemos et al 2013","10.1016/j.ecoenv.2013.07.025","n",6.6451340764225e-10
"3362","ND","479","ND","11.8","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",74.58323,-106.695909,4.2,"","Wagemann et al 1996","10.1016/0048-9697(96)05085-1","n",3.38569317989531e-10
"3363","ND","479","ND","27.1","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",74.58323,-106.695909,4.2,"","Wagemann et al 1996","10.1016/0048-9697(96)05085-1","n",3.38569317989531e-10
"3364","ND","479","ND","8.4","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",74.58323,-106.695909,4.2,"","Wagemann et al 1996","10.1016/0048-9697(96)05085-1","n",3.38569317989531e-10
"3365","ND","479","ND","6.1","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",74.58323,-106.695909,4.2,"","Wagemann et al 1996","10.1016/0048-9697(96)05085-1","n",3.38569317989531e-10
"3366","ND","479","ND","10.2","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",74.58323,-106.695909,4.2,"","Wagemann et al 1996","10.1016/0048-9697(96)05085-1","n",3.38569317989531e-10
"3367","ND","479","ND","33.6","ND","ND","ND","Monodon monoceros","Monodon","Monodontidae","Odontoceti","ug/g","WW","1","liver",63.631608,-169.216585,4.2,"","Wagemann et al 1996","10.1016/0048-9697(96)05085-1","n",4.2928994866922e-10
"3368","ND","330","ND","1046.031","ND","797.318","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3369","ND","330","ND","1076.742","ND","326.745","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3370","ND","330","ND","500.124","ND","227.12","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3371","ND","330","ND","333.53","ND","196.517","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3372","ND","330","ND","301.404","ND","190.711","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3373","ND","330","ND","268.46","ND","186.914","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3374","ND","330","ND","408.419","ND","179.833","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3375","ND","330","ND","426.538","ND","141.774","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3376","ND","330","ND","472.001","ND","98.269","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3377","ND","330","ND","319.363","ND","144.51","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3378","ND","330","ND","310.254","ND","133.483","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3379","ND","330","ND","314.775","ND","123.311","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3380","ND","330","ND","292.807","ND","110.006","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3381","ND","330","ND","184.291","ND","155.452","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3382","ND","330","ND","196.69","ND","133.996","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3383","ND","330","ND","179.035","ND","116.029","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3384","ND","330","ND","179.035","ND","64.971","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3385","ND","330","ND","152.692","ND","54.603","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3386","ND","330","ND","142.036","ND","51.953","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3387","ND","330","ND","146.206","ND","46.13","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3388","ND","330","ND","160.624","ND","37.469","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3389","ND","330","ND","117.682","ND","37.441","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3390","ND","330","ND","78.482","ND","31.918","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3391","ND","330","ND","128.355","ND","19.956","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3392","ND","330","ND","71.956","ND","17.605","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3393","ND","330","ND","57.918","ND","18.49","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3394","ND","330","ND","52.339","ND","16.741","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3395","ND","330","ND","29.769","ND","13.576","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3396","ND","330","ND","33.909","ND","10.391","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3397","ND","330","ND","20.142","ND","7.941","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3398","ND","330","ND","17.683","ND","6.383","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3399","ND","330","ND","17.941","ND","4.788","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3400","ND","330","ND","16.212","ND","4.005","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3401","ND","330","ND","12.316","ND","4.832","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3402","ND","330","ND","9.356","ND","4.781","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3403","ND","330","ND","8.213","ND","4.779","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3404","ND","330","ND","6.516","ND","5.542","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3405","ND","330","ND","3.027","ND","3.175","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3406","ND","330","ND","1.798","ND","2.379","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.818578,-94.62964,4.2,"","Meador et al 1999","10.1007/s002449900446","n",1.14084736803652e-09
"3407","257.42","330","0.7800606061","1344.838","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.904665,-80.179296,4.2,"","Meador et al 1999","10.1007/s002449900446","n",7.05166853254513e-10
"3408","255.55","330","0.7743939394","388.103","ND","ND","ND","Tursiops truncatus","Tursiops","Delphinidae","Odontoceti","ug/g","DW","1","liver",27.904665,-80.179296,4.2,"","Meador et al 1999","10.1007/s002449900446","n",7.05166853254513e-10
